,Ax,Ay,Az,Sensor Index
11719,10,3,-11,3
11720,-1,-21,-4,0
11721,0,-3,3,1
11722,-6,11,-3,2
11723,22,-8,0,3
11724,-13,-9,-4,0
11725,0,-15,-8,1
11726,-6,0,8,2
11727,46,15,-11,3
11728,-1,-9,7,0
11729,-179,8,51,1
11730,-6,0,8,2
11731,22,3,0,3
11732,-1,14,-4,0
11733,24,-3,-20,1
11734,-6,11,32,2
11735,10,27,-11,3
11736,-13,-21,-16,0
11737,0,8,3,1
11738,-6,-12,20,2
11739,-37,-20,12,3
11740,-1,2,-4,0
11741,0,8,3,1
11742,-30,-24,8,2
11743,-13,-8,0,3
11744,-1,2,-4,0
11745,0,-3,-8,1
11746,-6,0,-15,2
11747,10,3,0,3
11748,-13,-9,19,0
11749,0,8,27,1
11750,5,0,-3,2
11751,-1,3,-11,3
11752,-13,26,7,0
11753,12,8,3,1
11754,-18,-12,8,2
11755,-37,-8,12,3
11756,-25,-33,-4,0
11757,-11,8,15,1
11758,-6,0,20,2
11759,-1,27,12,3
11760,-13,14,7,0
11761,0,8,15,1
11762,-6,191,-15,2
11763,34,3,0,3
11764,-1,2,7,0
11765,-11,-15,39,1
11766,-6,0,32,2
11767,-1,15,0,3
11768,-109,-57,-112,0
11769,-119,128,-80,1
11770,41,71,-111,2
11771,118,-32,-323,3
11772,22,182,331,0
11773,-203,32,-284,1
11774,53,-36,32,2
11775,-25,-20,156,3
11776,-61,-21,-124,0
11777,72,80,-68,1
11778,-6,0,68,2
11779,-241,15,-107,3
11780,-97,74,-160,0
11781,192,-15,27,1
11782,5,11,-15,2
11783,-1,39,192,3
11784,-1,-21,-52,0
11785,24,176,87,1
11786,-6,-24,56,2
11787,-13,15,108,3
11788,-13,-21,7,0
11789,12,-3,27,1
11790,5,-24,8,2
11791,-61,-20,-59,3
11792,-1,14,-28,0
11793,0,-3,-32,1
11794,-6,11,-15,2
11795,-25,3,24,3
11796,22,14,-52,0
11797,0,8,27,1
11798,-198,11,-3,2
11799,-13,3,12,3
11800,10,14,-4,0
11801,12,-3,27,1
11802,-6,191,-15,2
11803,-1,15,-11,3
11804,10,2,19,0
11805,12,-3,-20,1
11806,5,-12,32,2
11807,-1,3,12,3
11808,34,2,-4,0
11809,12,-195,15,1
11810,5,0,-3,2
11811,10,3,-179,3
11812,-13,14,-4,0
11813,-179,-3,3,1
11814,-6,0,8,2
11815,34,3,0,3
11816,10,-9,-4,0
11817,24,-15,-20,1
11818,-6,0,-15,2
11819,34,15,12,3
11820,-1,14,-4,0
11821,12,8,-20,1
11822,-6,-180,-15,2
11823,-13,3,12,3
11824,10,14,-4,0
11825,12,8,-44,1
11826,5,0,8,2
11827,-13,3,-179,3
11828,-37,-9,7,0
11829,-179,8,15,1
11830,5,-12,20,2
11831,10,15,0,3
11832,-1,14,-28,0
11833,-11,8,3,1
11834,5,-12,8,2
11835,-1,-20,12,3
11836,-25,2,-4,0
11837,-11,8,3,1
11838,-18,0,8,2
11839,-1,-20,12,3
11840,-1,2,7,0
11841,12,8,27,1
11842,-30,-36,-3,2
11843,-1,-8,-23,3
11844,-25,14,7,0
11845,12,8,27,1
11846,-6,-12,20,2
11847,-1,-20,0,3
11848,-37,2,7,0
11849,12,-3,3,1
11850,-30,0,8,2
11851,22,27,12,3
11852,-1,14,-28,0
11853,-179,-3,15,1
11854,17,-12,-3,2
11855,10,3,12,3
11856,10,-21,-4,0
11857,0,8,-20,1
11858,-6,23,8,2
11859,-1,-8,12,3
11860,-1,14,7,0
11861,24,8,-8,1
11862,17,-12,20,2
11863,-1,27,12,3
11864,-13,-9,7,0
11865,12,8,-32,1
11866,5,11,8,2
11867,22,-8,192,3
11868,-25,-9,-16,0
11869,0,8,27,1
11870,5,-12,-3,2
11871,10,-8,192,3
11872,-25,14,7,0
11873,-11,-3,-20,1
11874,5,-12,-3,2
11875,-13,-8,12,3
11876,10,-9,-16,0
11877,0,8,27,1
11878,-6,11,-3,2
11879,-1,3,12,3
11880,-1,2,-4,0
11881,0,8,-8,1
11882,-6,0,-15,2
11883,-13,3,-179,3
11884,-1,2,7,0
11885,12,-3,15,1
11886,5,11,8,2
11887,-13,3,0,3
11888,-1,2,-4,0
11889,-23,8,-8,1
11890,-6,0,-15,2
11891,10,-8,0,3
11892,-1,-21,7,0
11893,12,-3,15,1
11894,5,0,8,2
11895,-1,15,0,3
11896,-1,-9,-16,0
11897,0,-195,-20,1
11898,5,0,-15,2
11899,22,27,12,3
11900,22,14,7,0
11901,12,8,-8,1
11902,-18,-12,-3,2
11903,-1,27,-11,3
11904,10,2,-4,0
11905,-179,-3,3,1
11906,-6,11,-27,2
11907,-1,-20,0,3
11908,-25,2,7,0
11909,0,-15,27,1
11910,-18,-36,8,2
11911,10,-8,0,3
11912,-37,-9,19,0
11913,-11,-3,-8,1
11914,5,0,-3,2
11915,-13,3,-179,3
11916,10,-9,19,0
11917,0,8,3,1
11918,-18,23,-3,2
11919,34,-8,0,3
11920,-13,2,-4,0
11921,-179,-3,-32,1
11922,-198,11,8,2
11923,10,3,0,3
11924,-13,-21,7,0
11925,0,8,15,1
11926,-6,-12,-3,2
11927,-13,-20,24,3
11928,-1,14,-16,0
11929,24,8,123,1
11930,29,-48,-15,2
11931,-97,-116,132,3
11932,154,-249,-16,0
11933,252,56,135,1
11934,17,-60,296,2
11935,-109,-8,144,3
11936,34,-129,343,0
11937,12,-75,-92,1
11938,-6,-24,-111,2
11939,-49,51,-191,3
11940,10,-9,247,0
11941,-11,-15,-80,1
11942,29,-12,8,2
11943,-13,-20,36,3
11944,70,-45,79,0
11945,36,-3,-104,1
11946,-18,179,20,2
11947,34,-44,-311,3
11948,22,38,-4,0
11949,-35,8,-32,1
11950,173,-24,-39,2
11951,22,3,36,3
11952,-25,14,-4,0
11953,-35,8,27,1
11954,-6,-12,8,2
11955,34,-20,-23,3
11956,-1,2,19,0
11957,12,-3,-44,1
11958,5,0,8,2
11959,22,-20,24,3
11960,-13,-21,19,0
11961,0,-3,-8,1
11962,17,-180,-27,2
11963,10,3,-23,3
11964,-1,14,-28,0
11965,12,-3,-32,1
11966,-6,0,8,2
11967,10,-8,0,3
11968,10,-9,19,0
11969,0,8,3,1
11970,-6,-12,8,2
11971,-1,3,-35,3
11972,-13,38,7,0
11973,0,8,15,1
11974,-6,-12,-3,2
11975,-37,15,12,3
11976,-13,2,7,0
11977,-11,8,-32,1
11978,-6,191,-3,2
11979,10,3,12,3
11980,10,-9,-4,0
11981,12,-3,-8,1
11982,5,0,-3,2
11983,10,3,12,3
11984,-25,-9,-4,0
11985,0,8,3,1
11986,5,0,-3,2
11987,-37,-8,0,3
11988,10,2,7,0
11989,0,8,-8,1
11990,-6,11,-15,2
11991,-1,-20,12,3
11992,-1,206,-4,0
11993,-11,8,-20,1
11994,5,-12,8,2
11995,10,-20,-179,3
11996,-1,14,43,0
11997,-11,8,-32,1
11998,-30,191,8,2
11999,10,27,-23,3
12000,-13,14,-4,0
12001,24,-3,3,1
12002,-6,0,8,2
12003,-25,3,12,3
12004,-13,2,7,0
12005,12,-3,-8,1
12006,17,0,8,2
12007,-13,3,0,3
12008,-25,14,31,0
12009,0,8,15,1
12010,17,191,-3,2
12011,22,-20,12,3
12012,10,-9,7,0
12013,0,-3,-8,1
12014,5,0,-3,2
12015,22,15,0,3
12016,-1,2,7,0
12017,12,-3,3,1
12018,-6,0,8,2
12019,34,15,-23,3
12020,-25,14,7,0
12021,0,-3,3,1
12022,5,0,20,2
12023,-1,-20,-179,3
12024,22,14,7,0
12025,-11,8,3,1
12026,5,-24,8,2
12027,10,3,12,3
12028,-1,2,-4,0
12029,0,-3,3,1
12030,5,-12,-15,2
12031,-25,15,0,3
12032,-13,-9,-4,0
12033,0,-3,-44,1
12034,-6,-24,8,2
12035,-13,-8,-11,3
12036,-25,-9,7,0
12037,-179,-3,-20,1
12038,5,11,-3,2
12039,-1,-8,12,3
12040,-1,2,-16,0
12041,0,8,-8,1
12042,-6,-12,8,2
12043,10,15,0,3
12044,22,2,-16,0
12045,0,-3,-20,1
12046,-18,-12,-15,2
12047,-1,3,192,3
12048,22,-9,-4,0
12049,12,176,3,1
12050,5,0,8,2
12051,10,15,-11,3
12052,10,2,-4,0
12053,192,-3,27,1
12054,5,11,-15,2
12055,-37,15,0,3
12056,22,2,-4,0
12057,0,-3,3,1
12058,-18,-12,8,2
12059,-1,15,-179,3
12060,22,-33,-4,0
12061,0,8,15,1
12062,-6,-180,8,2
12063,10,15,-179,3
12064,-13,14,-4,0
12065,24,8,3,1
12066,-6,-12,8,2
12067,-13,-20,-23,3
12068,-1,14,-16,0
12069,0,-3,3,1
12070,-18,0,8,2
12071,-13,15,0,3
12072,-13,2,-4,0
12073,0,-3,3,1
12074,5,11,20,2
12075,22,-20,12,3
12076,-13,14,-16,0
12077,-179,8,-8,1
12078,5,191,-15,2
12079,10,-32,192,3
12080,-25,2,7,0
12081,0,-3,-8,1
12082,-18,11,-15,2
12083,-1,3,12,3
12084,22,-21,-16,0
12085,-23,8,99,1
12086,29,-48,-3,2
12087,-145,159,240,3
12088,94,-69,-172,0
12089,168,128,27,1
12090,65,-72,212,2
12091,-133,-80,192,3
12092,10,-69,199,0
12093,84,-123,39,1
12094,5,143,-87,2
12095,-1,15,-239,3
12096,-25,-69,163,0
12097,12,-39,-44,1
12098,17,-24,-123,2
12099,-37,-20,72,3
12100,82,-69,7,0
12101,-23,8,-8,1
12102,-30,0,32,2
12103,-25,-8,-143,3
12104,-13,38,19,0
12105,-23,8,-8,1
12106,5,11,32,2
12107,10,27,0,3
12108,-1,-9,-4,0
12109,180,8,-20,1
12110,-18,11,-3,2
12111,-25,15,-11,3
12112,10,-9,-28,0
12113,12,-3,3,1
12114,5,0,-3,2
12115,-25,15,12,3
12116,-13,-21,19,0
12117,-11,176,27,1
12118,-6,0,-3,2
12119,10,-32,0,3
12120,166,-33,-28,0
12121,-23,-183,-32,1
12122,-30,0,8,2
12123,-37,15,12,3
12124,10,-45,7,0
12125,24,8,3,1
12126,-6,0,-15,2
12127,-1,-32,0,3
12128,10,-21,7,0
12129,-179,8,3,1
12130,-198,-12,-3,2
12131,22,3,0,3
12132,10,2,-4,0
12133,0,8,15,1
12134,-6,-180,-3,2
12135,-13,-8,0,3
12136,-193,2,-4,0
12137,12,-3,3,1
12138,-6,11,-3,2
12139,-1,15,12,3
12140,-13,-33,-4,0
12141,-11,8,15,1
12142,-18,11,-3,2
12143,-25,3,0,3
12144,22,2,7,0
12145,-179,8,3,1
12146,5,11,-3,2
12147,-1,-8,0,3
12148,22,26,19,0
12149,24,-3,-32,1
12150,5,191,-3,2
12151,-13,27,0,3
12152,22,14,-4,0
12153,12,-3,15,1
12154,5,-12,8,2
12155,-13,15,0,3
12156,-181,14,19,0
12157,0,-3,-8,1
12158,5,0,8,2
12159,-13,3,12,3
12160,-49,26,-4,0
12161,-179,-3,15,1
12162,5,-24,-3,2
12163,-1,15,-179,3
12164,-13,14,19,0
12165,-11,8,-32,1
12166,-6,0,-3,2
12167,-1,3,0,3
12168,34,14,7,0
12169,0,-3,3,1
12170,-6,-12,8,2
12171,-1,3,0,3
12172,-1,-21,-4,0
12173,-11,-3,51,1
12174,5,11,-27,2
12175,-1,39,0,3
12176,-13,2,19,0
12177,36,-3,-8,1
12178,-6,-180,8,2
12179,10,27,-23,3
12180,-1,2,-16,0
12181,12,-3,27,1
12182,17,11,8,2
12183,10,3,0,3
12184,-37,-9,-16,0
12185,-23,-15,-20,1
12186,-6,-12,8,2
12187,-13,15,-11,3
12188,-1,-9,7,0
12189,0,8,15,1
12190,5,0,-3,2
12191,10,-20,12,3
12192,-1,-9,-16,0
12193,0,8,3,1
12194,-6,191,32,2
12195,10,-8,-23,3
12196,22,-21,19,0
12197,0,8,51,1
12198,-6,11,8,2
12199,22,-8,0,3
12200,22,-9,-4,0
12201,-11,8,3,1
12202,-6,0,-15,2
12203,22,3,0,3
12204,-1,-21,19,0
12205,0,-195,15,1
12206,29,0,-15,2
12207,-1,15,-11,3
12208,22,26,19,0
12209,0,-3,-20,1
12210,-6,-12,-3,2
12211,-1,3,12,3
12212,22,2,7,0
12213,0,-3,-8,1
12214,-6,0,-15,2
12215,-37,-8,-11,3
12216,22,-9,19,0
12217,0,-3,-32,1
12218,-6,-24,-3,2
12219,-1,-20,0,3
12220,10,2,-4,0
12221,0,8,3,1
12222,-18,-12,-15,2
12223,10,-8,-23,3
12224,34,14,19,0
12225,-11,-3,-20,1
12226,5,0,-27,2
12227,22,-8,0,3
12228,178,2,-4,0
12229,24,-3,-8,1
12230,-6,11,-15,2
12231,10,-20,192,3
12232,-1,-33,-4,0
12233,-179,-15,15,1
12234,5,0,44,2
12235,-25,3,0,3
12236,10,-9,-4,0
12237,0,-15,3,1
12238,17,11,20,2
12239,-13,-20,-11,3
12240,-1,-9,-4,0
12241,0,8,-8,1
12242,17,0,-3,2
12243,-1,3,0,3
12244,10,2,-4,0
12245,-11,-3,3,1
12246,5,0,-15,2
12247,10,15,0,3
12248,178,-9,31,0
12249,12,8,-20,1
12250,-6,0,20,2
12251,22,15,-11,3
12252,-25,62,67,0
12253,-35,-51,39,1
12254,53,-36,140,2
12255,34,-32,-335,3
12256,10,350,-148,0
12257,-107,-279,-224,1
12258,89,-168,92,2
12259,22,3,108,3
12260,70,62,-436,0
12261,-95,176,63,1
12262,-6,11,-27,2
12263,-1,15,-107,3
12264,34,38,-40,0
12265,-47,68,-8,1
12266,5,0,-39,2
12267,-13,-44,-179,3
12268,34,-45,-64,0
12269,-167,-3,-20,1
12270,-30,-24,-3,2
12271,-37,3,36,3
12272,-37,2,-16,0
12273,0,8,51,1
12274,-18,0,-15,2
12275,-1,27,12,3
12276,-1,14,31,0
12277,12,8,27,1
12278,17,0,32,2
12279,34,15,192,3
12280,34,-45,-16,0
12281,192,-15,-8,1
12282,-6,23,-15,2
12283,-1,-8,-11,3
12284,-25,14,7,0
12285,12,-3,-56,1
12286,5,11,-3,2
12287,-1,-8,0,3
12288,-13,-21,-16,0
12289,0,-15,-20,1
12290,5,-12,-3,2
12291,-1,3,12,3
12292,22,-9,7,0
12293,-23,-3,27,1
12294,5,0,-15,2
12295,10,-8,12,3
12296,22,-9,-16,0
12297,0,-3,27,1
12298,-6,0,-15,2
12299,-1,-20,-23,3
12300,-25,14,7,0
12301,-11,8,3,1
12302,-6,191,20,2
12303,-1,-8,12,3
12304,-37,-21,7,0
12305,-11,-3,27,1
12306,-6,0,-3,2
12307,22,-20,12,3
12308,10,2,-4,0
12309,12,-3,-8,1
12310,-6,11,-3,2
12311,-1,3,-11,3
12312,-25,2,-4,0
12313,0,-3,3,1
12314,-6,11,20,2
12315,-1,-8,0,3
12316,10,-33,-4,0
12317,0,-3,3,1
12318,-6,-12,8,2
12319,10,-8,0,3
12320,-13,2,19,0
12321,0,8,3,1
12322,5,-24,20,2
12323,-25,-20,0,3
12324,-1,-21,19,0
12325,-11,8,-8,1
12326,-6,11,-15,2
12327,-13,3,-179,3
12328,-1,-9,7,0
12329,0,-3,39,1
12330,-18,11,20,2
12331,22,15,-11,3
12332,-1,-9,19,0
12333,12,-3,27,1
12334,-18,11,8,2
12335,-1,15,-11,3
12336,-1,2,31,0
12337,-11,-3,-20,1
12338,5,11,-3,2
12339,22,3,12,3
12340,-1,-21,7,0
12341,-23,-27,27,1
12342,-6,-12,-3,2
12343,-1,15,0,3
12344,-13,14,-4,0
12345,0,-3,15,1
12346,5,-24,20,2
12347,-13,-8,12,3
12348,-1,-9,-28,0
12349,0,8,-8,1
12350,17,-180,8,2
12351,-37,15,0,3
12352,10,2,7,0
12353,12,20,3,1
12354,-6,11,-15,2
12355,10,-8,-11,3
12356,-13,14,-16,0
12357,-11,8,15,1
12358,5,11,-3,2
12359,22,3,0,3
12360,46,2,-4,0
12361,-179,8,15,1
12362,5,0,-3,2
12363,10,-44,12,3
12364,22,14,-4,0
12365,-23,-3,15,1
12366,5,0,-15,2
12367,-1,-8,192,3
12368,-181,2,-16,0
12369,-11,-3,-8,1
12370,-6,-12,-3,2
12371,10,3,0,3
12372,-13,2,-16,0
12373,-11,8,3,1
12374,-198,0,8,2
12375,-13,3,0,3
12376,-13,-21,7,0
12377,-35,8,-8,1
12378,5,23,-3,2
12379,-13,15,0,3
12380,-13,-9,7,0
12381,192,-3,-8,1
12382,5,0,-15,2
12383,-13,-8,-23,3
12384,-13,14,-4,0
12385,-11,20,27,1
12386,5,-24,8,2
12387,10,3,12,3
12388,-1,-21,-16,0
12389,-23,-3,27,1
12390,-6,23,-3,2
12391,22,-32,12,3
12392,-13,2,-4,0
12393,-11,20,-32,1
12394,-6,-24,32,2
12395,-25,-20,0,3
12396,-13,14,7,0
12397,-179,-3,-8,1
12398,-6,-24,8,2
12399,34,3,12,3
12400,-25,2,-4,0
12401,0,-3,15,1
12402,-6,-12,-15,2
12403,-13,3,12,3
12404,-1,2,-4,0
12405,-11,-15,3,1
12406,5,-24,-15,2
12407,34,-20,-11,3
12408,22,2,7,0
12409,0,-3,15,1
12410,-6,0,-15,2
12411,10,3,-11,3
12412,22,26,-4,0
12413,-11,8,3,1
12414,5,11,-3,2
12415,22,39,12,3
12416,22,-33,-4,0
12417,-11,-3,15,1
12418,-6,-36,-3,2
12419,-25,3,-11,3
12420,-49,14,7,0
12421,12,-3,-8,1
12422,-6,-12,-3,2
12423,-1,15,0,3
12424,10,2,7,0
12425,-11,-3,123,1
12426,5,-36,-15,2
12427,-37,3,-155,3
12428,34,194,-352,0
12429,156,164,123,1
12430,29,-60,92,2
12431,-85,-80,96,3
12432,178,110,-304,0
12433,-11,-63,99,1
12434,-30,23,8,2
12435,10,15,-71,3
12436,-49,2,-40,0
12437,-59,140,75,1
12438,5,-36,8,2
12439,-37,39,36,3
12440,-25,-81,-88,0
12441,24,8,3,1
12442,-6,11,-27,2
12443,-13,3,96,3
12444,-25,62,91,0
12445,-11,-15,75,1
12446,-6,11,8,2
12447,-1,-8,-23,3
12448,-1,-9,31,0
12449,-23,8,-32,1
12450,5,0,44,2
12451,-25,15,24,3
12452,-1,2,-52,0
12453,-11,20,-8,1
12454,5,-36,-15,2
12455,34,3,0,3
12456,-13,-9,-4,0
12457,12,-3,3,1
12458,-186,-12,8,2
12459,34,3,-23,3
12460,10,2,-4,0
12461,12,-3,3,1
12462,5,-12,-3,2
12463,10,3,0,3
12464,10,-9,7,0
12465,0,8,15,1
12466,-18,-12,-15,2
12467,-13,-8,192,3
12468,-157,2,7,0
12469,0,-15,3,1
12470,5,0,-15,2
12471,-25,3,0,3
12472,22,-9,-4,0
12473,0,-3,-8,1
12474,5,191,-27,2
12475,-1,3,-23,3
12476,-169,-9,7,0
12477,12,-3,-32,1
12478,5,11,8,2
12479,-13,-20,12,3
12480,-13,2,7,0
12481,0,-3,3,1
12482,5,11,-3,2
12483,-13,3,12,3
12484,10,-9,-4,0
12485,0,8,3,1
12486,5,-12,-3,2
12487,10,3,0,3
12488,10,26,19,0
12489,-23,8,3,1
12490,-6,0,8,2
12491,22,15,-47,3
12492,10,2,7,0
12493,-23,-3,-8,1
12494,-6,11,8,2
12495,-13,-20,0,3
12496,10,14,7,0
12497,12,-3,-8,1
12498,-6,0,-3,2
12499,-13,15,192,3
12500,10,14,-4,0
12501,0,-3,-32,1
12502,-6,0,8,2
12503,-1,27,12,3
12504,10,-9,-4,0
12505,-11,8,-20,1
12506,5,0,44,2
12507,-13,-20,-11,3
12508,-1,-21,-4,0
12509,-11,8,-8,1
12510,5,191,-3,2
12511,10,3,-11,3
12512,-25,-9,19,0
12513,12,-3,15,1
12514,5,0,-3,2
12515,-1,15,-23,3
12516,10,-9,19,0
12517,-35,8,39,1
12518,5,0,-3,2
12519,-13,15,12,3
12520,-1,-9,7,0
12521,0,8,3,1
12522,5,-12,-3,2
12523,-1,15,12,3
12524,-193,14,7,0
12525,0,20,-8,1
12526,5,11,8,2
12527,34,-8,24,3
12528,10,-9,7,0
12529,12,-3,3,1
12530,5,-12,8,2
12531,-1,15,192,3
12532,-1,-21,-4,0
12533,12,-3,-8,1
12534,5,-24,-15,2
12535,22,-20,192,3
12536,-25,2,-4,0
12537,-23,8,3,1
12538,5,-12,8,2
12539,10,15,12,3
12540,10,-21,-4,0
12541,12,20,3,1
12542,5,-12,8,2
12543,10,-20,12,3
12544,-181,14,-4,0
12545,24,8,3,1
12546,-6,11,-15,2
12547,-1,-8,12,3
12548,22,26,-4,0
12549,-23,-3,15,1
12550,-6,-12,-3,2
12551,-13,-8,-23,3
12552,-193,14,7,0
12553,-23,-3,15,1
12554,-6,11,-15,2
12555,22,-8,-11,3
12556,22,2,7,0
12557,0,-15,3,1
12558,5,23,-3,2
12559,-1,-8,12,3
12560,-1,-9,7,0
12561,-11,-3,-8,1
12562,-6,0,-3,2
12563,22,3,0,3
12564,-1,182,-4,0
12565,12,-3,3,1
12566,17,0,-3,2
12567,22,3,0,3
12568,-181,2,-4,0
12569,-35,-3,-32,1
12570,-6,0,-15,2
12571,22,15,24,3
12572,10,2,-16,0
12573,-179,-3,3,1
12574,-18,191,-3,2
12575,34,3,-11,3
12576,-1,2,-28,0
12577,12,8,15,1
12578,-6,23,8,2
12579,22,-20,12,3
12580,22,14,-4,0
12581,-11,-3,-8,1
12582,5,-12,-3,2
12583,10,3,0,3
12584,10,38,67,0
12585,-23,-183,123,1
12586,161,-60,-27,2
12587,46,-32,-299,3
12588,94,314,-100,0
12589,144,164,-92,1
12590,-6,-72,32,2
12591,-73,-32,180,3
12592,34,134,-460,0
12593,168,-39,207,1
12594,-30,0,32,2
12595,34,3,-59,3
12596,-193,14,127,0
12597,24,32,-104,1
12598,-42,11,-15,2
12599,-1,15,300,3
12600,46,-93,-124,0
12601,-11,8,123,1
12602,5,23,56,2
12603,-49,-32,72,3
12604,154,-9,31,0
12605,36,-3,39,1
12606,-6,23,8,2
12607,-25,-8,-95,3
12608,-25,2,-52,0
12609,-11,-3,-20,1
12610,173,-24,20,2
12611,-37,3,12,3
12612,-1,2,7,0
12613,-23,-15,51,1
12614,-6,-12,-3,2
12615,-13,-8,-23,3
12616,-13,2,19,0
12617,-11,8,-20,1
12618,17,0,20,2
12619,10,15,-11,3
12620,-25,14,7,0
12621,0,20,3,1
12622,17,-24,-15,2
12623,-1,-8,-23,3
12624,10,-9,-16,0
12625,12,8,27,1
12626,17,-180,20,2
12627,-1,-8,-179,3
12628,-1,-21,7,0
12629,-11,-3,-8,1
12630,17,11,-3,2
12631,-1,15,12,3
12632,-13,-45,7,0
12633,0,8,15,1
12634,5,11,-15,2
12635,10,15,0,3
12636,22,-21,-4,0
12637,0,-3,-20,1
12638,5,0,-15,2
12639,10,-20,-23,3
12640,-25,2,-16,0
12641,12,8,-20,1
12642,5,-180,8,2
12643,22,3,0,3
12644,-25,14,-16,0
12645,12,8,3,1
12646,5,0,-3,2
12647,-13,-8,0,3
12648,22,2,-4,0
12649,0,-3,3,1
12650,-6,0,-3,2
12651,-1,15,0,3
12652,-49,2,-4,0
12653,-23,8,3,1
12654,17,-12,-3,2
12655,10,3,-179,3
12656,10,2,-28,0
12657,-11,-3,3,1
12658,-18,11,20,2
12659,-1,-20,-23,3
12660,-37,26,-4,0
12661,0,-3,39,1
12662,5,-24,20,2
12663,-13,15,-11,3
12664,-1,2,-28,0
12665,0,-3,3,1
12666,-6,0,8,2
12667,22,15,12,3
12668,-13,2,-16,0
12669,12,-3,-20,1
12670,5,11,-15,2
12671,-1,3,12,3
12672,-1,14,-4,0
12673,0,-15,-20,1
12674,-6,11,-3,2
12675,-1,15,24,3
12676,-193,2,7,0
12677,0,8,15,1
12678,5,-12,-15,2
12679,-13,3,0,3
12680,-1,14,-4,0
12681,12,8,-8,1
12682,5,0,8,2
12683,-1,-8,24,3
12684,10,14,-4,0
12685,192,-3,-44,1
12686,-18,0,-3,2
12687,-13,3,12,3
12688,-1,2,-4,0
12689,12,-3,27,1
12690,5,-12,-15,2
12691,10,15,0,3
12692,-13,2,7,0
12693,-11,-3,27,1
12694,5,-12,-3,2
12695,22,-8,12,3
12696,-13,-9,-4,0
12697,-11,-3,3,1
12698,-6,-12,8,2
12699,-1,15,24,3
12700,-25,-9,7,0
12701,0,-3,-32,1
12702,5,0,-3,2
12703,-1,-8,-23,3
12704,22,-9,7,0
12705,12,20,27,1
12706,173,-12,-3,2
12707,-13,15,0,3
12708,-1,2,-4,0
12709,0,-3,3,1
12710,-18,0,8,2
12711,-13,3,-11,3
12712,10,-21,19,0
12713,-11,-3,-56,1
12714,5,-12,-15,2
12715,10,-8,0,3
12716,-1,2,-4,0
12717,12,-3,39,1
12718,5,-36,20,2
12719,-1,15,12,3
12720,10,2,19,0
12721,-167,8,39,1
12722,-18,-24,32,2
12723,10,39,192,3
12724,-1,-9,-4,0
12725,12,-3,39,1
12726,17,0,8,2
12727,-1,15,12,3
12728,-13,26,-4,0
12729,0,-15,15,1
12730,-6,0,8,2
12731,22,3,-11,3
12732,10,14,-16,0
12733,0,-3,-20,1
12734,-6,11,20,2
12735,-25,3,0,3
12736,-13,2,7,0
12737,0,-15,3,1
12738,-6,11,-3,2
12739,-37,3,-143,3
12740,10,-105,-220,0
12741,-11,-39,183,1
12742,149,107,-147,2
12743,10,-20,108,3
12744,10,146,139,0
12745,0,-27,219,1
12746,41,23,116,2
12747,22,-8,-47,3
12748,34,-21,139,0
12749,0,176,39,1
12750,-18,0,-147,2
12751,-1,15,-83,3
12752,-1,-33,-16,0
12753,12,-3,-104,1
12754,-42,0,152,2
12755,46,-44,-239,3
12756,-25,38,67,0
12757,-35,68,-8,1
12758,-198,35,-51,2
12759,22,3,-35,3
12760,-25,26,-16,0
12761,-23,-15,27,1
12762,-6,0,44,2
12763,-1,-20,0,3
12764,10,-33,19,0
12765,0,8,-8,1
12766,-18,0,-15,2
12767,-1,-8,12,3
12768,-181,14,31,0
12769,-11,-3,15,1
12770,5,0,20,2
12771,22,15,12,3
12772,-37,14,-4,0
12773,-11,-3,-8,1
12774,5,0,-3,2
12775,-13,-8,192,3
12776,34,-21,-4,0
12777,192,-15,-8,1
12778,5,191,8,2
12779,-1,15,0,3
12780,-1,-33,19,0
12781,12,8,3,1
12782,-6,0,-15,2
12783,-13,-8,-11,3
12784,-13,-9,-16,0
12785,24,8,3,1
12786,-6,0,-3,2
12787,-25,3,-11,3
12788,10,-9,-16,0
12789,-11,20,15,1
12790,5,0,-15,2
12791,10,15,12,3
12792,-13,-9,-4,0
12793,12,8,27,1
12794,5,-12,-15,2
12795,-13,3,24,3
12796,-13,2,-16,0
12797,0,-3,3,1
12798,173,0,8,2
12799,-13,15,-35,3
12800,-13,-9,31,0
12801,192,8,-20,1
12802,-6,0,32,2
12803,-13,3,12,3
12804,-13,2,-16,0
12805,0,-3,3,1
12806,5,0,20,2
12807,-25,15,-11,3
12808,-13,14,7,0
12809,0,176,15,1
12810,-6,-24,-3,2
12811,-13,-8,0,3
12812,-1,14,7,0
12813,192,8,15,1
12814,-6,0,-15,2
12815,-25,3,-11,3
12816,-1,-9,7,0
12817,0,-3,-8,1
12818,17,0,8,2
12819,10,15,0,3
12820,-193,2,7,0
12821,0,8,-8,1
12822,5,11,56,2
12823,22,3,0,3
12824,10,-21,-4,0
12825,12,-3,39,1
12826,5,0,8,2
12827,-1,-8,12,3
12828,10,14,7,0
12829,12,8,15,1
12830,5,0,-15,2
12831,34,-20,0,3
12832,-1,-9,7,0
12833,192,-3,15,1
12834,-18,11,-3,2
12835,-13,15,12,3
12836,10,2,-4,0
12837,12,-3,-20,1
12838,-6,0,-27,2
12839,10,15,192,3
12840,-25,-9,-4,0
12841,0,-3,3,1
12842,5,0,20,2
12843,-25,3,0,3
12844,-1,-9,-16,0
12845,0,8,27,1
